sale_id,order_id,wh_id,quantity,discount
215,53,4394,10,0
216,53,6225,9,0
217,53,7955,1,0
218,53,8721,8,0
219,53,17909,8,0
220,53,23245,8,0
221,54,1827,3,0
222,54,12459,7,0
223,54,15679,6,0
224,55,2807,9,0
225,55,4114,4,0
226,55,8359,10,0
227,55,16902,5,0
228,55,17868,1,0
229,55,19912,8,0
230,55,20322,9,0
231,56,6427,10,0
232,56,17048,1,0
233,57,5577,6,0
234,57,5962,1,0
235,57,24023,7,0
236,58,3443,3,0
237,59,23427,6,0
238,60,19474,7,0
239,61,373,9,0
240,61,15674,6,0
241,61,20626,2,0
242,61,22659,10,0
243,61,22834,5,0
244,62,14679,5,0
245,63,676,10,0
246,63,11509,8,0
247,63,18655,10,0
248,64,12940,3,0
249,64,15946,7,0
250,64,16112,9,0
251,64,21966,8,0
252,65,877,4,0
253,65,2098,9,0
254,65,4967,7,0
255,65,10522,8,0
256,65,12794,5,0
257,65,14661,5,0
258,66,7433,2,0
259,66,12068,1,0
260,66,16521,5,0
261,66,23596,10,0
262,67,7090,2,0
263,67,7376,10,0
264,67,12650,6,0
265,67,12671,1,0
266,67,14493,4,0
267,67,15829,6,0
268,68,2592,7,0
269,68,6447,10,0
270,68,15348,5,0
271,69,6540,4,0
272,70,6772,6,0
273,70,10153,1,0
274,70,10978,9,0
275,70,19058,2,0
276,70,21583,7,0
277,71,2784,5,0
278,71,6949,10,0
279,71,7407,7,0
280,71,7430,9,0
281,71,20194,8,0
282,71,21556,6,0
283,72,3905,9,0
284,72,10402,1,0
285,72,12801,1,0
286,72,15569,3,0
287,72,17591,5,0
288,73,860,2,0
289,73,15644,1,0
290,73,19039,9,0
291,73,22073,5,0
292,73,23833,10,0
293,74,7732,1,0.05
294,75,4568,6,0
295,75,9710,6,0
296,75,12721,9,0
297,75,12986,7,0
298,75,17983,6,0
299,75,22812,10,0
300,76,539,4,0
301,76,1039,6,0
302,76,18147,9,0
303,76,20742,8,0
304,77,676,5,0
305,77,891,5,0
306,77,15628,9,0
307,77,18924,3,0
308,78,8652,5,0
309,79,2431,10,0
310,79,6613,6,0
311,79,11509,4,0
312,79,14751,1,0
313,79,15395,3,0
314,79,17181,2,0
315,80,2107,9,0
316,80,2798,4,0
317,80,10567,8,0
318,80,22611,10,0
319,81,9177,3,0
320,81,16130,9,0
321,82,3074,5,0
322,82,9084,10,0
323,82,9116,7,0
324,82,18361,3,0
325,82,22127,1,0
326,82,24121,3,0
327,83,6656,6,0
328,83,11308,9,0
329,83,11538,9,0
330,84,4355,7,0
331,84,16001,1,0
332,84,21377,1,0
333,84,22305,10,0
334,85,2646,4,0.05
335,86,9427,7,0.05
336,87,2973,8,0
337,87,5752,4,0
338,87,10007,5,0
339,87,12192,7,0
340,87,20276,6,0
341,88,782,8,0
342,88,1546,9,0
343,88,4993,3,0
344,88,5489,6,0
345,88,11113,4,0
346,89,1118,9,0
347,89,11973,2,0
348,90,5474,8,0
349,90,16215,4,0
350,90,17887,7,0
351,91,5213,9,0.05
352,91,5732,8,0.05
353,91,5921,6,0.05
354,91,6908,9,0.05
355,91,10354,9,0.05
356,91,10786,7,0.05
357,91,15186,8,0.05
358,92,4251,9,0
359,92,7134,2,0
360,92,12758,1,0
361,93,13193,1,0
362,93,16181,3,0
363,94,7264,8,0
364,94,8419,8,0
365,94,8752,10,0
366,94,13521,10,0
367,94,15557,1,0
368,94,16055,7,0
369,94,20952,10,0
370,95,4950,7,0
371,95,5369,9,0
372,95,22838,3,0
373,95,23352,3,0
374,96,4963,1,0
375,96,10410,7,0
376,96,16959,2,0
377,96,20115,10,0
378,96,20931,4,0
379,96,21952,8,0
380,97,8416,7,0.05
381,97,16628,3,0.05
382,97,20196,3,0.05
383,97,21429,5,0.05
384,97,21470,8,0.05
385,98,11303,9,0
386,98,17201,7,0
387,98,19525,3,0
388,98,20584,4,0
389,98,21471,1,0
390,99,2633,5,0
391,99,10704,5,0
392,99,15527,1,0
393,99,16668,3,0
394,99,17795,6,0
395,99,18317,6,0
396,99,20201,9,0
397,100,4312,5,0
398,100,4450,10,0
399,100,7318,3,0
400,100,17032,4,0
401,100,17179,5,0
402,100,17794,3,0
403,100,20893,4,0
404,101,16773,6,0
405,101,16899,7,0
406,102,197,6,0.05
407,102,3040,4,0.05
408,102,4985,1,0.05
409,102,8456,4,0.05
410,102,15753,8,0.05
411,102,18164,7,0.05
412,102,23426,9,0.05
413,103,9500,8,0
414,103,10976,3,0
415,104,3021,3,0
416,104,6017,6,0
417,104,11126,3,0
418,105,17317,1,0
419,105,20535,4,0
420,105,22773,9,0
421,106,1487,1,0
422,106,12974,2,0
423,106,15774,7,0
424,107,3841,5,0
425,107,3894,3,0
426,107,11647,7,0
427,107,14179,6,0
428,107,20827,6,0
429,107,20851,6,0
430,108,2284,7,0
431,108,9094,2,0
432,108,12196,10,0
433,108,13786,6,0
434,108,16030,7,0
435,109,1338,6,0
436,109,2514,9,0
437,109,9502,7,0
438,109,9883,1,0
439,109,15182,1,0
440,109,17699,1,0
441,110,1007,6,0
442,110,5496,6,0
443,110,16267,5,0
444,110,17740,3,0
445,110,22188,10,0
446,111,6808,7,0
447,111,17855,7,0
448,111,21279,2,0
449,111,23562,6,0
450,112,9567,2,0
451,112,12263,10,0
452,112,21616,3,0
453,113,1321,8,0
454,113,6829,8,0
455,113,19016,7,0
456,113,21243,10,0
457,114,12670,8,0
458,114,22946,3,0
459,115,2167,8,0
460,115,5698,8,0
461,115,18770,2,0
462,115,20233,1,0
463,115,23815,9,0
464,116,16516,1,0
465,116,17592,9,0
466,116,22221,9,0
467,117,1412,8,0
468,117,4852,1,0
469,117,5929,4,0
470,117,5973,9,0
471,117,11803,6,0
472,117,20763,5,0
473,117,22720,8,0
474,118,5305,1,0
475,118,5899,2,0
476,118,9575,3,0
477,118,10005,4,0
478,118,12167,6,0
479,118,19060,10,0
480,118,20512,10,0
481,119,6500,2,0
482,119,15371,8,0
483,120,8753,10,0
484,120,10312,6,0
485,120,14086,4,0
486,120,16834,5,0
487,120,18176,2,0
488,120,20193,2,0
489,121,1569,6,0
490,121,7595,6,0
491,121,17077,4,0
492,121,20536,6,0
493,121,21025,6,0
494,121,23044,5,0
495,122,9246,3,0
496,122,11128,6,0
497,122,14935,8,0
498,122,21528,6,0
499,123,968,6,0
500,123,3282,10,0
501,123,11990,10,0
502,123,16979,5,0
503,123,17006,1,0
504,123,21538,1,0
505,124,7121,1,0
506,125,1322,9,0
507,125,20435,6,0
508,126,10425,5,0
509,126,15042,3,0
510,126,16711,5,0
511,126,19979,4,0
512,126,23483,1,0
513,127,7063,5,0
514,127,7668,5,0
515,127,10930,2,0
516,127,17933,9,0
517,128,10400,6,0
518,128,12206,5,0
519,128,21647,5,0
520,128,22204,6,0
521,129,3980,8,0
522,129,7313,2,0
523,129,12365,2,0
524,129,12877,2,0
525,129,13420,7,0
526,129,23292,4,0
527,130,1571,4,0
528,130,2614,7,0
529,130,12942,10,0
530,131,11918,3,0
531,131,15279,10,0
532,131,17933,4,0
533,131,19960,10,0
534,131,22249,1,0
535,131,22814,3,0
536,132,4056,3,0
537,132,5904,7,0
538,132,11140,5,0
539,132,19351,10,0
540,132,19479,10,0
541,133,3921,9,0
542,133,5352,9,0
543,133,9968,2,0
544,133,14068,8,0
545,133,18811,1,0
546,133,21241,1,0
547,133,21972,6,0
548,134,7598,8,0
549,135,20515,9,0
550,136,16259,4,0.05
551,136,19474,8,0.05
552,137,4683,2,0
553,137,16358,8,0
554,138,6006,9,0
555,138,18053,1,0
556,138,19596,10,0
557,139,15210,8,0.05
558,140,23304,4,0
559,141,9882,4,0
560,141,10577,8,0
561,141,13441,4,0
562,142,21901,1,0
563,143,3085,8,0
564,143,9275,1,0
565,143,10166,3,0
566,144,5827,1,0
567,144,15286,9,0
568,144,18093,3,0
569,145,4002,10,0
570,145,9756,9,0
571,145,9868,9,0
572,145,10744,5,0
573,145,11802,5,0
574,146,96,7,0
575,146,1118,1,0
576,146,3616,8,0
577,146,5829,5,0
578,146,22566,3,0
579,146,24175,7,0
580,147,17635,9,0
581,148,5642,7,0
582,148,12848,8,0
583,148,23380,10,0
584,148,23992,10,0
585,149,14244,6,0
586,150,9682,4,0
587,150,13171,7,0
588,150,14885,7,0
589,150,23238,5,0
590,151,804,8,0
591,151,1894,10,0
592,151,20398,4,0
593,151,21593,2,0
594,152,1140,9,0.05
595,152,6799,5,0.05
596,152,7059,2,0.05
597,152,8068,2,0.05
598,152,10500,8,0.05
599,152,18326,7,0.05
600,152,23824,4,0.05
601,153,16463,6,0
602,153,21833,7,0
603,154,1064,3,0
604,154,6337,1,0
605,154,18097,8,0
606,154,24087,7,0
607,155,998,4,0
608,155,2508,8,0
609,155,10918,8,0
610,155,14848,5,0
611,156,22147,6,0
612,157,11453,3,0
613,157,14318,1,0
614,157,19038,4,0
615,157,20559,1,0
616,157,22945,6,0
617,158,5216,2,0
618,158,5890,7,0
619,158,9013,8,0
620,158,15265,1,0
621,158,18812,2,0
622,158,23293,4,0
623,158,23703,6,0
624,159,2049,10,0
625,159,2358,1,0
626,159,8107,7,0
627,159,17263,4,0
628,160,8581,7,0.05
629,160,9244,2,0.05
630,160,14198,3,0.05
631,160,23621,1,0.05
632,161,3814,10,0
633,161,5352,9,0
634,161,11490,6,0
635,161,12856,8,0
636,161,19642,9,0
637,161,22735,7,0
638,162,3389,1,0
639,162,7794,10,0
640,162,7812,7,0
641,162,12258,5,0
642,162,13863,6,0
643,162,15674,2,0
644,162,18430,9,0
645,163,6603,10,0
646,163,11323,2,0
647,163,15515,2,0
648,164,8971,1,0
649,164,12547,6,0
650,164,13784,1,0
651,164,13977,9,0
652,164,23210,3,0
653,165,112,9,0
654,165,891,1,0
655,165,5578,10,0
656,165,7891,9,0
657,165,14845,7,0
658,165,19383,3,0
659,165,21091,1,0
660,166,14348,5,0
661,166,16870,6,0
662,167,3839,7,0
663,167,9626,7,0
664,167,16858,8,0
665,167,19911,10,0
666,167,21287,6,0
667,167,23653,2,0
668,168,5394,3,0.05
669,168,8749,6,0.05
670,168,13119,2,0.05
671,168,15533,4,0.05
672,168,15852,5,0.05
673,169,6494,1,0
674,169,14799,9,0
675,170,6207,4,0
676,170,10602,1,0
677,170,14049,5,0
678,170,16972,10,0
679,170,17726,4,0
680,170,19408,8,0
681,170,21096,2,0
682,171,11302,1,0
683,171,11561,3,0
684,171,15294,8,0
685,171,22168,5,0
686,172,7685,1,0
687,172,8838,6,0
688,172,16357,7,0
689,172,18500,10,0
690,173,772,9,0
691,173,3339,2,0
692,173,7925,8,0
693,173,9259,2,0
694,173,9871,5,0
695,174,3834,9,0
696,174,4665,9,0
697,174,7134,9,0
698,174,12630,6,0
699,174,18868,9,0
700,174,19005,5,0
701,175,4048,5,0
702,175,6244,1,0
703,175,8985,2,0
704,175,16648,1,0
705,175,17644,3,0
706,175,22597,5,0
707,175,23981,2,0
708,176,3980,10,0
709,177,5776,3,0.05
710,177,9835,7,0.05
711,177,21124,1,0.05
712,177,23443,5,0.05
713,178,4126,1,0
714,178,4744,2,0
715,178,6924,1,0
716,178,8873,5,0
717,178,9589,2,0
718,178,19381,8,0
719,179,9571,9,0
720,179,17261,5,0
721,179,19651,6,0
722,180,7597,3,0
723,180,9821,7,0
724,180,13851,8,0
725,180,13889,5,0
726,180,17609,2,0
727,181,7001,5,0
728,181,10619,4,0
729,181,12672,3,0
730,181,15468,1,0
731,182,14402,10,0
732,182,22144,10,0
733,183,8762,3,0
734,183,13714,3,0
735,183,19060,5,0
736,183,21101,9,0
737,183,22894,8,0
738,184,5006,4,0
739,185,82,4,0
740,185,1446,7,0
741,185,1531,8,0
742,185,3440,4,0
743,185,17374,4,0
744,185,20338,7,0
745,186,2436,7,0
746,186,3617,9,0
747,186,5472,4,0
748,186,11206,3,0
749,186,13712,1,0
750,187,4058,4,0.05
751,187,5399,3,0.05
752,187,6809,5,0.05
753,187,18975,3,0.05
754,187,19263,8,0.05
755,187,22343,5,0.05
756,188,2899,7,0
757,188,20167,9,0
758,188,22393,1,0
759,188,23708,5,0
760,189,13711,8,0
761,190,2822,1,0
762,190,3183,10,0
763,190,5101,5,0
764,190,8679,10,0
765,190,11104,4,0
766,190,18203,2,0
767,191,5838,10,0
768,191,9248,6,0
769,191,10314,1,0
770,191,12495,9,0
771,191,21798,6,0
772,192,3295,8,0
773,192,12167,1,0
774,193,12624,6,0
775,194,1463,2,0
776,194,5116,3,0
777,194,8713,10,0
778,195,11877,8,0
779,195,22725,9,0
780,196,19903,6,0
781,197,2712,3,0
782,197,9338,7,0
783,197,18756,7,0
784,197,20952,6,0
785,198,735,2,0
786,198,1738,4,0
787,198,12214,5,0
788,198,14070,7,0
789,198,19412,5,0
790,198,19417,3,0
791,199,3543,1,0.05
792,199,5358,2,0.05
793,199,8380,9,0.05
794,199,9623,8,0.05
795,199,10479,5,0.05
796,199,19979,5,0.05
797,199,21954,9,0.05
798,200,1354,4,0
799,200,1447,6,0
800,200,12770,4,0
801,200,13049,9,0
802,200,17644,5,0
803,201,5387,10,0
804,201,10324,8,0
805,201,16028,1,0
806,201,16489,10,0
807,201,17855,9,0
808,201,18655,1,0
809,201,22737,3,0
810,202,12193,5,0
811,202,17936,2,0
812,203,19737,6,0
813,204,1553,6,0
814,204,6330,7,0
815,204,14644,6,0
816,205,5317,1,0
817,205,7050,7,0
818,205,13608,5,0
819,205,15992,1,0
820,206,6780,2,0
821,206,9259,5,0
822,206,9517,6,0
823,206,11276,3,0
824,206,14792,9,0
825,206,16741,9,0
826,206,18536,1,0
827,207,3149,8,0
828,207,6612,3,0
829,207,8447,9,0
830,208,1785,7,0.05
831,208,3261,1,0.05
832,208,14410,7,0.05
833,208,14818,9,0.05
834,208,16121,4,0.05
835,208,19919,2,0.05
836,208,23354,7,0.05
837,209,64,9,0
838,209,2710,10,0
839,209,8277,2,0
840,209,18770,10,0
841,209,19451,8,0
842,210,3599,2,0
843,210,6947,5,0
844,210,7406,10,0
845,210,8791,1,0
846,210,9901,4,0
847,210,17319,10,0
848,210,18427,8,0
849,211,18827,2,0
850,212,6086,5,0
851,212,13240,3,0
852,212,13958,2,0
853,212,14994,1,0
854,212,16507,1,0
855,212,17504,10,0
856,212,23572,10,0
857,213,449,7,0
858,213,1424,5,0
859,213,8158,8,0
860,214,5580,1,0.05
861,214,6405,2,0.05
862,214,7000,8,0.05
863,214,10206,7,0.05
864,214,17180,3,0.05
865,214,20364,10,0.05
866,215,5656,6,0
867,215,8385,6,0
868,215,9174,1,0
869,216,449,10,0
870,216,1031,8,0
871,216,3295,3,0
872,216,4374,6,0
873,216,8156,8,0
874,216,23303,10,0
875,217,1212,10,0
876,217,4501,8,0
877,217,19704,6,0
878,217,21433,5,0
879,218,3184,9,0
880,218,8970,3,0
881,218,12220,1,0
882,218,15329,9,0
883,218,16614,7,0
884,218,16794,9,0
885,218,17423,10,0
886,219,12124,7,0
887,219,16008,10,0
888,219,17041,3,0
889,219,17135,6,0
890,219,18854,2,0
891,220,14726,9,0
892,221,6729,7,0
893,221,10904,6,0
894,221,13251,8,0
895,222,9173,1,0
896,222,14708,6,0
897,222,19962,9,0
898,223,1560,2,0
899,223,3406,6,0
900,223,5125,9,0
901,223,8466,10,0
902,223,17070,9,0
903,224,749,10,0
904,224,2289,1,0
905,224,6393,10,0
906,224,15729,6,0
907,224,23610,10,0
908,224,23703,6,0
909,225,456,6,0
910,225,5574,1,0
911,225,8317,2,0
912,225,21004,4,0
913,225,21716,7,0
914,225,22204,10,0
915,226,18404,7,0
916,227,3616,2,0
917,227,5827,3,0
918,227,5874,6,0
919,227,12102,1,0
920,227,22031,8,0
921,227,23208,9,0
922,228,735,8,0
923,228,1851,6,0
924,228,5864,1,0
925,228,9510,6,0
926,228,10796,4,0
927,228,16520,4,0
928,229,15699,1,0
929,229,18428,7,0
930,229,19476,7,0
931,229,19759,6,0
932,229,19961,9,0
933,229,21140,10,0
934,230,12365,8,0
935,230,19881,4,0
936,230,20739,1,0
937,230,21903,4,0
938,230,22801,4,0
939,231,1767,8,0
940,231,6218,1,0
941,231,18967,10,0
942,231,20492,8,0
943,231,21066,3,0
944,232,3343,4,0
945,233,2784,8,0
946,233,6309,10,0
947,233,8500,4,0
948,233,18738,10,0
949,233,19451,1,0
950,233,21047,5,0
951,233,23653,7,0
952,234,2434,2,0
953,234,3074,3,0
954,235,1393,8,0
955,235,1688,8,0
956,235,1974,8,0
957,235,8155,9,0
958,235,15404,9,0
959,235,22249,4,0
960,236,5777,9,0
961,236,9634,5,0
962,236,23311,3,0
963,236,23854,4,0
964,236,24020,1,0
965,237,4917,4,0
966,237,18029,1,0
967,238,51,9,0
968,238,10899,8,0
969,238,11654,3,0
970,238,19738,5,0
971,238,20434,7,0
972,238,23050,5,0
973,239,16324,4,0
974,239,18893,8,0
975,240,4546,10,0
976,240,7479,2,0
977,240,20933,4,0
978,241,6803,9,0
979,241,19089,6,0
980,241,22525,8,0
981,242,14511,4,0
982,242,15242,10,0
983,242,16152,7,0
984,242,16163,1,0
985,242,17170,3,0
986,243,1846,8,0
987,243,2196,5,0
988,243,6188,4,0
989,243,7004,3,0
990,243,8896,7,0
991,243,11083,7,0
992,243,11986,7,0
993,244,2544,6,0
994,244,4850,1,0
995,244,18329,2,0
996,244,18569,6,0
997,244,18742,6,0
998,244,20273,6,0
999,245,7294,6,0
1000,245,15553,2,0
1001,246,9095,2,0
1002,247,6037,3,0
1003,247,6225,6,0
1004,247,8301,1,0
1005,248,8941,7,0.05
1006,248,20585,1,0.05
1007,248,22201,5,0.05
1008,248,23624,10,0.05
1009,249,3416,5,0
1010,249,6889,6,0
1011,249,8594,2,0
1012,249,12117,3,0
1013,249,14145,6,0
1014,249,14233,6,0
1015,249,22035,5,0
1016,250,3705,2,0
1017,250,9684,6,0
1018,250,19885,7,0
1019,251,3346,3,0
1020,251,9301,10,0
1021,251,13855,4,0
1022,252,10627,5,0
1023,252,14177,2,0
1024,252,15945,2,0
1025,252,19343,9,0
1026,253,19879,2,0
1027,254,2652,8,0
1028,254,14784,5,0
1029,254,14801,8,0
1030,254,16829,7,0
1031,254,19135,10,0
1032,255,10514,9,0
1033,255,17986,1,0
1034,255,19048,4,0
1035,256,10649,5,0
1036,256,12283,4,0
1037,256,12732,4,0
1038,256,14955,7,0
1039,256,18540,8,0
1040,256,19166,3,0
1041,257,23498,5,0
1042,258,4118,10,0
1043,258,14454,3,0
1044,259,1549,5,0
1045,259,6107,8,0
1046,259,15991,5,0
1047,259,21109,5,0
1048,259,23732,2,0
1049,260,7226,4,0
1050,260,13369,3,0
1051,260,15131,1,0
1052,260,23833,3,0
1053,261,14791,5,0
1054,261,22808,1,0
1055,262,1146,2,0
1056,262,5731,4,0
1057,262,9115,2,0
1058,262,15180,1,0
1059,262,21300,5,0
1060,262,22118,8,0
1061,262,23604,2,0
1062,263,6528,8,0
1063,264,3881,1,0
1064,264,5471,7,0
1065,264,12075,9,0
1066,264,12383,9,0
1067,264,19385,3,0
1068,265,7318,3,0
1069,266,4310,2,0
1070,266,11196,3,0
1071,266,11499,7,0
1072,266,19990,8,0
1073,266,20742,1,0
1074,266,23549,4,0
1075,267,920,2,0
1076,267,3991,7,0
1077,268,3049,9,0.05
1078,268,12196,1,0.05
1079,268,15613,3,0.05
1080,268,16928,6,0.05
1081,268,19179,7,0.05
1082,268,23223,4,0.05
1083,269,1677,7,0
1084,269,5727,1,0
1085,269,18254,1,0
1086,270,5725,3,0
1087,270,8642,6,0
1088,270,13809,5,0
1089,270,16448,10,0
1090,270,17622,6,0
1091,270,18757,2,0
1092,270,23552,5,0
1093,271,7045,6,0
1094,272,701,8,0.05
1095,272,1150,10,0.05
1096,272,6924,6,0.05
1097,272,12363,10,0.05
1098,272,14554,5,0.05
1099,272,17593,3,0.05
1100,272,21803,2,0.05
1101,273,1147,3,0
1102,273,6409,7,0
1103,273,8150,5,0
1104,273,10154,9,0
1105,273,15291,6,0
1106,273,15993,2,0
1107,273,20813,9,0
1108,274,3078,8,0
1109,275,7461,6,0
1110,275,12391,4,0
1111,275,14329,10,0
1112,275,15530,2,0
1113,275,23118,9,0
1114,276,3335,10,0.05
1115,276,3785,1,0.05
1116,276,13373,10,0.05
1117,276,17768,6,0.05
1118,276,18568,8,0.05
1119,276,22797,9,0.05
1120,277,5029,4,0
1121,277,5824,1,0
1122,277,14392,10,0
1123,277,16183,2,0
1124,277,16445,5,0
1125,277,17856,10,0
1126,277,22669,5,0
1127,278,970,4,0
1128,278,13292,5,0
1129,279,6611,7,0
1130,279,13904,7,0
1131,280,9679,10,0
1132,280,12504,2,0
1133,280,20907,6,0
1134,281,2518,2,0
1135,282,3959,6,0
1136,282,5550,4,0
1137,282,8623,1,0
1138,282,12540,10,0
1139,282,19559,7,0
1140,283,1250,3,0
1141,283,10398,9,0
1142,284,757,3,0
1143,284,5872,4,0
1144,284,8185,6,0
1145,284,11033,4,0
1146,284,13389,4,0
1147,284,15775,2,0
1148,284,18383,9,0
1149,285,929,3,0
1150,286,16694,3,0
1151,286,19992,3,0
1152,286,22210,3,0
1153,287,3406,4,0
1154,287,12922,10,0
1155,287,15517,7,0
1156,288,3537,10,0
1157,288,14042,1,0
1158,288,15596,10,0
1159,288,18852,1,0
1160,288,20235,1,0
1161,288,22858,5,0
1162,288,24027,6,0
1163,289,3137,10,0
1164,289,4206,4,0
1165,289,11466,3,0
1166,289,14777,9,0
1167,289,22353,2,0
1168,290,18773,7,0
1169,291,1571,8,0
1170,291,1739,9,0
1171,291,6141,5,0
1172,291,7745,2,0
1173,291,14708,8,0
1174,291,22479,4,0
1175,292,6312,8,0
1176,292,11792,3,0
1177,292,15584,6,0
1178,292,22029,5,0
1179,293,12516,3,0
1180,294,4043,10,0
1181,294,5658,1,0
1182,294,6039,9,0
1183,294,18742,8,0
1184,294,19453,10,0
1185,295,3458,5,0
1186,295,5827,6,0
1187,295,14191,6,0
1188,295,17854,7,0
1189,295,19138,3,0
1190,295,19893,6,0
1191,296,4363,3,0.05
1192,296,12631,3,0.05
1193,296,20173,7,0.05
1194,296,23363,7,0.05
1195,297,13245,7,0
1196,298,1140,2,0
1197,298,14199,6,0
1198,298,14565,1,0
1199,298,17448,9,0
1200,299,4322,8,0
1201,299,6044,4,0
1202,299,8054,5,0
1203,299,11750,3,0
1204,299,12295,7,0
1205,299,17975,9,0
1206,299,22181,9,0
1207,300,135,6,0
1208,300,2626,10,0
1209,300,20865,7,0
1210,301,11094,3,0
1211,302,5659,3,0
1212,302,10393,4,0
1213,302,15484,8,0
1214,302,17149,5,0
1215,302,19434,3,0
1216,302,20503,7,0
1217,302,24029,10,0
1218,303,475,3,0
1219,303,7351,8,0
1220,303,8752,8,0
1221,303,12575,3,0
1222,303,18257,3,0
1223,304,3180,1,0
1224,304,4043,6,0
1225,304,7348,8,0
1226,304,13795,6,0
1227,304,15450,4,0
1228,304,16807,4,0
1229,305,6418,4,0
1230,305,10402,1,0
1231,306,1338,5,0
1232,306,3457,9,0
1233,306,5345,4,0
